benchmark,task_id,f_task,bench_domain,bench_task_type,bench_requires_code,bench_requires_web,bench_requires_reasoning
colbench_backend_programming,109,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,11,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,110,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,111,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,112,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,113,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,114,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,115,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,116,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,117,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,118,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,119,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,12,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,120,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,121,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,122,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,123,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,124,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,125,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,126,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,127,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,128,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,129,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,13,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,130,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,131,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,132,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,133,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,134,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,135,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,136,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,137,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,138,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,139,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,14,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,140,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,141,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,142,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,143,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,144,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,145,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,146,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,147,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,148,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,149,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,15,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,150,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,151,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,152,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,153,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,154,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,155,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,156,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,157,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,158,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,159,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,16,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,160,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,161,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,162,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,163,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,164,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,165,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,166,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,167,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,168,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,169,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,17,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,170,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,171,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,172,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,173,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,174,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,175,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,176,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,177,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,178,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,179,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,18,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,180,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,181,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,182,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,183,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,184,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,185,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,186,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,187,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,188,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,189,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,19,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,190,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,191,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,192,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,193,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,194,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,195,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,196,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,197,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,198,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,199,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,2,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,20,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,200,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,201,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,202,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,203,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,204,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,205,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,206,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,207,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,208,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,209,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,21,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,210,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,211,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,212,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,213,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,214,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,215,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,216,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,217,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,218,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,219,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,22,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,220,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,221,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,222,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,223,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,224,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,225,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,226,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,227,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,228,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,229,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,23,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,230,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,231,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,232,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,233,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,234,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,235,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,236,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,237,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,238,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,239,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,24,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,240,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,241,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,242,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,243,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,244,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,245,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,246,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,247,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,248,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,249,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,25,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,250,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,251,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,252,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,253,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,254,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,255,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,256,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,257,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,258,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,259,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,26,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,260,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,261,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,262,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,263,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,264,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,265,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,266,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,267,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,268,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,269,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,27,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,270,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,271,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,272,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,273,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,274,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,275,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,276,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,277,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,278,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,279,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,28,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,280,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,281,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,282,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,283,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,284,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,285,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,286,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,287,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,288,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,289,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,29,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,290,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,291,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,292,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,293,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,294,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,295,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,296,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,297,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,298,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,299,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,3,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,30,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,300,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,301,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,302,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,303,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,304,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,305,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,306,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,307,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,308,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,309,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,31,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,310,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,311,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,312,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,313,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,314,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,315,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,316,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,317,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,318,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,319,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,32,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,320,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,321,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,322,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,323,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,324,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,325,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,326,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,327,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,328,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,329,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,33,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,330,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,331,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,332,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,333,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,334,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,335,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,336,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,337,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,338,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,339,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,34,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,340,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,341,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,342,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,343,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,344,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,345,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,346,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,347,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,348,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,349,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,35,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,350,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,351,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,352,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,353,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,354,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,355,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,356,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,357,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,358,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,359,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,36,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,360,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,361,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,362,-0.04126991331577301,software_engineering,code_generation,True,False,True
colbench_backend_programming,363,-0.04126991331577301,software_engineering,code_generation,True,False,True
